Title,Link,Authors,Year,Cited,SDGs
performance analysis of vehicle tax payment system queue,https://scholar.google.com/scholar?q=+intitle:'performance analysis of vehicle tax payment system queue',r erlina f shofa,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
forecasting model of agriculture commodity of value export of coffee application of arima model,https://scholar.google.com/scholar?q=+intitle:'forecasting model of agriculture commodity of value export of coffee; application of arima model',rr erlina r azhar,2020,0,SDG 7: Energi Bersih dan Terjangkau
analysis of business strategy with canvas model business bmc approach,https://scholar.google.com/scholar?q=+intitle:'analysis of business strategy with canvas model business (bmc) approach',e rr tg toto gunarto f shofa,2020,0,SDG 4: Pendidikan Berkualitas
2020isi prosiding icebe tyas turnitin,https://scholar.google.com/scholar?q=+intitle:'2020_isi prosiding icebe tyas turnitin',ay ningtyas r erlina k hayati,2020,0,SDG 15: Ekosistem Daratan
efektivitas regresi kuantil atas pontensial pencil,https://scholar.google.com/scholar?q=+intitle:'efektivitas regresi kuantil dalam mengatasi pontensial pencilan',n herawati,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
smoking has physical and psychoactive effects and heavy smoking is associated with depression,"https://scholar.google.com/scholar?q=+intitle:'smoking has physical and psychoactive effects, and  heavy smoking is associated with depression'",kh netti herawati shosuke suzuki hiroshi koyama,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
gamma and lognormal models in the generelized linear model perspective,https://scholar.google.com/scholar?q=+intitle:'gamma and lognormal models in the generelized linear model perspective',kn nusyirwan netti herawati,2020,0,SDG 4: Pendidikan Berkualitas
modeling stock return data using asymmetricvolatility models a performance comparison based on the akaike information criterion andschwarz criterion,https://scholar.google.com/scholar?q=+intitle:'modeling stock return data using asymmetricvolatility models: a performance comparison based on the akaike information criterion andschwarz criterion',h netti,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
corrsponging article smooking,https://scholar.google.com/scholar?q=+intitle:'corrsponging article smooking',n herawati,2020,0,SDG 15: Ekosistem Daratan
kontrak lapor teliti dasar 2020,https://scholar.google.com/scholar?q=+intitle:'kontrak dan laporan penelitian dasar 2020',n herawati,2020,0,SDG 4: Pendidikan Berkualitas
愛用  1 位獲得    ŕ,https://scholar.google.com/scholar?q=+intitle:'愛用 [ランキング 1 位獲得] 収納家具 玄関収納 下駄箱・シューズボックス ŕ', ,2020,0,SDG 15: Ekosistem Daratan
   ,https://scholar.google.com/scholar?q=+intitle:'喜ばれる誕生日プレゼント 組立設置付 シングル 薄型スタンダードボン', 素材,2020,0,SDG 15: Ekosistem Daratan
   ,https://scholar.google.com/scholar?q=+intitle:'開店記念セール! 組立設置付 シングル 薄型スタンダードボンネルコイル', 素材,2020,0,SDG 15: Ekosistem Daratan
implementasi kurikulum 2013 mata ajar didik agama islam jenjang smp sekolah piloting kota banjarmasin,https://scholar.google.com/scholar?q=+intitle:'implementasi kurikulum 2013 pada mata pelajaran pendidikan agama islam jenjang smp di sekolah piloting se kota banjarmasin',k kasmawati,2020,0,SDG 4: Pendidikan Berkualitas
analisis aspek neraca air hasil interpretasi geolistrik konfigurasi schlumberger studi sub das wilayah kabupaten malang,https://scholar.google.com/scholar?q=+intitle:'analisis aspek neraca air terhadap hasil interpretasi geolistrik dengan konfigurasi schlumberger (studi kasus: sub das di wilayah kabupaten malang)',ekors raharjo,2020,0,SDG 14: Ekosistem Laut
effect of profitability economic value added and asset growth to cash dividend policy,"https://scholar.google.com/scholar?q=+intitle:'effect of profitability, economic value added, and asset growth to cash dividend policy'",z idris zz orlando a desfiandi ds warganegara e mirfazli,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
accounting learning for non accounting an experimental study for creative industry and msmes,"https://scholar.google.com/scholar?q=+intitle:'accounting learning for non accounting, an experimental study for creative industry and msmes'",p nauli n desriani,2020,0,SDG 4: Pendidikan Berkualitas
beri suplementasi vitamin d upaya preventif preeklampsia,https://scholar.google.com/scholar?q=+intitle:'pemberian suplementasi vitamin d dalam upaya preventif preeklampsia',a ragendra f arminda r rodiani m zulkarnaen,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
analisis kelola pajak parkir tingkat dapat asli daerah kabupaten bandung barat studi badan kelola uang aset daerah kabupaten …,https://scholar.google.com/scholar?q=+intitle:'analisis pengelolaan pajak parkir terhadap peningkatan pendapatan asli daerah di kabupaten bandung barat (studi kasus pada badan pengelolaan keuangan dan aset daerah kabupaten …',s khoiriah purwanto mm ak,2020,0,SDG 2: Tanpa Kelaparan
analisis pengaruh latih prestasi kerja pegawai sman 1 belitang madang raya ogan komering ulu timur,https://scholar.google.com/scholar?q=+intitle:'analisis pengaruh pelatihan terhadap prestasi kerja pegawai pada sman 1 belitang madang raya ogan komering ulu timur',g garaika,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
laksana fungsi teknis badan pangan tani dunia food and agriculture organization daya sagu diversifikasi pangan kabupaten konawe,https://scholar.google.com/scholar?q=+intitle:'pelaksanaan fungsi teknis badan pangan dan pertanian dunia (food and agriculture organization) dalam pemberdayaan sagu melalui diversifikasi pangan di kabupaten konawe',a sentosa m basri dt lestari,2020,0,SDG 2: Tanpa Kelaparan
implementasi rfid debet card,https://scholar.google.com/scholar?q=+intitle:'implementasi rfid sebagai debet card',m zainal m basri r hidayat,2020,0,SDG 15: Ekosistem Daratan
why are academics of science more productive than those of social science evidence from indonesia,https://scholar.google.com/scholar?q=+intitle:'why are academics of science more productive than those of social science? evidence from indonesia',g nurdiana m jasruddin daud b muhammad m mustaking,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
asuh awat penuh butuh mobilitas fisik pasien stroke non hemoragik rskd dadi makassar,https://scholar.google.com/scholar?q=+intitle:'asuhan keperawatan pemenuhan kebutuhan mobilitas fisik pada pasien stroke non hemoragik di rskd dadi makassar',ma nurshiyam m basri,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
terap metode pair chek tingkat aktivitas ajar siswa mata ajar didik agan islam kelas vii smp negeri 13 palembang,https://scholar.google.com/scholar?q=+intitle:'penerapan metode pair chek dalam meningkatkan aktivitas belajar siswa pada mata pelajaran pendidikan agan islam di kelas vii smp negeri 13 palembang',m basri,2020,0,SDG 4: Pendidikan Berkualitas
the influence of the principal s leadership style on the performance of public elementary school teachers in the soromandi district of the bima regency,https://scholar.google.com/scholar?q=+intitle:'the influence of the principal’s leadership style on the performance of public elementary school teachers in the soromandi district of the bima regency',i susmita m basri m nawir,2020,0,SDG 4: Pendidikan Berkualitas
a needs analysis of esp design for pharmacy students,https://scholar.google.com/scholar?q=+intitle:'a needs analysis of esp design for pharmacy students',sr muhammad basri d andi tenri ampa,2020,0,SDG 4: Pendidikan Berkualitas
law enforcement of money laundering in banking,https://scholar.google.com/scholar?q=+intitle:'law enforcement of money laundering in banking',a muhni a sofyan at famauri m basri,2020,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
nilainilai sejarah bas local wisdom situs berak sumber ajar sejarah,https://scholar.google.com/scholar?q=+intitle:'nilai-nilai sejarah berbasis local wisdom situs berak sebagai sumber pembelajaran sejarah.',b muhammad a suparman yp yusuf perdana s sumargono,2020,0,SDG 4: Pendidikan Berkualitas
teachers perception in google formsbased english assessment in an indonesian vocational high school,https://scholar.google.com/scholar?q=+intitle:'teachers’ perception in google forms-based english assessment in an indonesian vocational high school',m yakkop m basri m mahmud,2020,0,SDG 4: Pendidikan Berkualitas
karya seni batik,https://scholar.google.com/scholar?q=+intitle:'karya seni batik',mb muhammad basri s sumargono m basri,2020,0,SDG 15: Ekosistem Daratan
the dynamics of the plankton community on lake siombak a tropical tidal lake in north sumatra indonesia cek similarity,"https://scholar.google.com/scholar?q=+intitle:'the dynamics of the plankton community on lake siombak, a tropical tidal lake in north sumatra, indonesia (cek similarity)'",a muhtadi a pulung n nurmayah a fadlhin p melati rz sinaga,2020,0,SDG 14: Ekosistem Laut
tumbuh produktivitas oedogonium sp intensitas cahaya beda cek similarity,https://scholar.google.com/scholar?q=+intitle:'pertumbuhan dan produktivitas oedogonium sp. pada intensitas cahaya yang berbeda (cek similarity)',nntm pratiwi q hasan a muhtadi n tsar,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
bukti korespondensi tumbuh produktivitas oedogonium sp intensitas cahaya beda,https://scholar.google.com/scholar?q=+intitle:'bukti korespondensi: pertumbuhan dan produktivitas oedogonium sp. pada intensitas cahaya yang berbeda',q hasan,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
sosialisasi baharu hukum kawin beri paham istri kerja janji kawin langkah antisipatif hukum langsung …,https://scholar.google.com/scholar?q=+intitle:'sosialisasi pembaharuan hukum perkawinan tentang pemberian pemahaman kepada istri (pekerja) mengenai perjanjian perkawinan sebagai langkah antisipatif hukum untuk kelangsungan …',r murniati,2020,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
the effect of perspective taking on prosocial behavior in early childhood,https://scholar.google.com/scholar?q=+intitle:'the effect of perspective taking on prosocial behavior in early childhood',rd drupadi y ayriza,2020,0,SDG 4: Pendidikan Berkualitas
mampu bicara anak tk pertiwi desa rajabasa kecamataan labuh ratu kabupaten lampung timur,https://scholar.google.com/scholar?q=+intitle:'kemampuan berbicara anak di tk pertiwi desa rajabasa lama kecamataan labuhan ratu kabupaten lampung timur',m mulyani u syafrudin r drupadi,2020,0,SDG 4: Pendidikan Berkualitas
kembang bahan ajar bebas inkuiri bimbing tingkat hasil ajar siswa mata ajar akuntansi,https://scholar.google.com/scholar?q=+intitle:'pengembangan bahan ajar bebasis inkuiri terbimbing untuk meningkatkan hasil belajar siswa pada mata pelajaran akuntansi',ar adjri p pargito p pujiati,2020,0,SDG 4: Pendidikan Berkualitas
waris dasar sistem hukum indonesia,https://scholar.google.com/scholar?q=+intitle:'waris (berdasarkan berbagai sistem hukum di indonesia',mh hj wati rahmi ria sh,2020,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
dagang bebas internasional perspektif hukum ekonomi islam indonesia,https://scholar.google.com/scholar?q=+intitle:'perdagangan bebas internasional dalam perspektif hukum ekonomi islam di indonesia',wr ria,2020,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
fertility enhancing effect of ethanol extract of carica papaya l seed in mice,https://scholar.google.com/scholar?q=+intitle:'fertility enhancing effect of ethanol extract of carica papaya l. seed in mice',y yulianty,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
pengaruh laju injeksi doping fluor aktivitas fotokatalis nanotitania metode sol gel,https://scholar.google.com/scholar?q=+intitle:'pengaruh laju penginjeksian doping fluor terhadap aktivitas fotokatalis nanotitania menggunakan metode sol gel',s rahayu p manurung r marjunus,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
kuliah kerja nyata daya masyarakat universitas ahmad dahlan periode 81 divisi ic 2 akademik 20202021 dusun wonosari semoyo patuk gunungkidul yogyakarta,"https://scholar.google.com/scholar?q=+intitle:'kuliah kerja nyata pemberdayaan masyarakat universitas ahmad dahlan periode 81 divisi ic 2 tahun akademik 2020/2021 dusun wonosari, semoyo, patuk, gunungkidul, di yogyakarta.'",a apriansyah d yulianti fdd kusumawati h gunawan m juwita,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
model ajar tingkat baca tulis mula,https://scholar.google.com/scholar?q=+intitle:'model pembelajaran tingkat baca tulis permulaan',d yulianti,2020,0,SDG 4: Pendidikan Berkualitas
model latih 4p ajar baca tulis mula,https://scholar.google.com/scholar?q=+intitle:'model pelatihan 4p pembelajaran baca tulis permulaan',d yulianti,2020,0,SDG 4: Pendidikan Berkualitas
development of physics learning teaching materials based on science technology engineering and mathematics,https://scholar.google.com/scholar?q=+intitle:'development of physics learning teaching materials based on science technology engineering and mathematics',d yulianti a wiyanto a rusilowati nugroho,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh motivasi kerja stres kerja lingkung kerja kompensasi kerja karyawan pt nasmoco wonosobo,"https://scholar.google.com/scholar?q=+intitle:'pengaruh motivasi kerja, stres kerja, lingkungan kerja, dan kompensasi terhadap kinerja karyawan pt. nasmoco wonosobo'",dwi yulianti,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
animasi 3d bangun masjid narasi idul fitri 1441 hijriah,https://scholar.google.com/scholar?q=+intitle:'membuat animasi 3d bangunan masjid pada narasi idul fitri 1441 hijriah',p kurniawan,2020,0,SDG 2: Tanpa Kelaparan
bantu teknis desain 3d visual renovasi masjid osman hosen pondok pesantren putraputeri kemas dusun sidorejo desa branti raya camat natar lampung selatan,"https://scholar.google.com/scholar?q=+intitle:'bantuan teknis desain dan 3d visual renovasi masjid osman hosen pondok pesantren putra-puteri perkemas dusun sidorejo, desa branti raya, kecamatan natar, lampung selatan'",p kurniawan,2020,0,SDG 2: Tanpa Kelaparan
public open space as unifying aspect on society,https://scholar.google.com/scholar?q=+intitle:'public open space as unifying aspect on society',p kurniawan d hardilla,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
animasi ruang buka hijau stadion universitas lampung,https://scholar.google.com/scholar?q=+intitle:'animasi ruang terbuka hijau stadion universitas lampung',p kurniawan,2020,0,SDG 4: Pendidikan Berkualitas
buat karya video animasi layan fasilitas didik universitas lampung,https://scholar.google.com/scholar?q=+intitle:'pembuatan karya video animasi layanan fasilitas pendidikan universitas lampung.',p kurniawan,2020,0,SDG 4: Pendidikan Berkualitas
kuliah kerja nyata ekuivalen universitas ahmad dahlan periode lxvi akademik 20192020 divisi id 3 grup 1,https://scholar.google.com/scholar?q=+intitle:'kuliah kerja nyata ekuivalen universitas ahmad dahlan periode lxvi tahun akademik 2019/2020 divisi id 3 grup 1',r novalinda p kurniawan a soimah majid,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
logo dies 55 universitas lampung,https://scholar.google.com/scholar?q=+intitle:'logo dies 55 universitas lampung',p kurniawan,2020,0,SDG 4: Pendidikan Berkualitas
implication of automotive product sustainability on young customers purchase intention in developing countries an experimental approach,https://scholar.google.com/scholar?q=+intitle:'implication of automotive product sustainability on young customers' purchase intention in developing countries: an experimental approach',aytp das ambarwati md susila,2020,0,SDG 12: Konsumsi dan Produksi yang Bertanggung Jawab
tingkat kapasitas legal drafter penuh lindung hak tanah ulayat masyarakat hukum adat provinsi lampung,https://scholar.google.com/scholar?q=+intitle:'peningkatan kapasitas legal drafter dalam pemenuhan dan perlindungan hak atas tanah ulayat masyarakat hukum adat di provinsi lampung',c candra bawat e malicia r martha,2020,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
suluh lindung hukum hak susu sukses program asi eksklusif kabupaten pringsewu,https://scholar.google.com/scholar?q=+intitle:'penyuluhan perlindungan hukum atas hak menyusui guna menyukseskan program asi eksklusif di kabupaten pringsewu',r martha e malicia y yulia neta,2020,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
serial evaluasi pilkada serentak indonesia,https://scholar.google.com/scholar?q=+intitle:'serial evaluasi pilkada serentak di indonesia',z ridlwan a triono,2020,0,SDG 15: Ekosistem Daratan
sertifikat hkiisi buku fungsi awas dpr ri,https://scholar.google.com/scholar?q=+intitle:'sertifikat hki_isi buku fungsi pengawasan dpr ri',z ridlwan,2020,0,SDG 15: Ekosistem Daratan
sosialisasi praktek buat pakan lele olah hasil panen lele,https://scholar.google.com/scholar?q=+intitle:'sosialisasi dan praktek pembuatan pakan lele dan pengolahan hasil panen lele',s sahayati h yuningrum,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
evaluasi program lele cendol kampung sayur kota yogyakarta,https://scholar.google.com/scholar?q=+intitle:'evaluasi program lele cendol dan kampung sayur di kota yogyakarta',h yuningrum s sahayati,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
analisis faktor faktor pengaruh return saham usaha sektor properti real estate konstruksi bangun terdaftardi bursa efek indonesia bei …,"https://scholar.google.com/scholar?q=+intitle:'analisis faktor–faktor yang mempengaruhi return saham pada perusahaan sektor properti, real estate dan konstruksi bangunan yang terdaftardi bursa efek indonesia (bei) tahun …'",r kamila,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
the relationship of learning based on threedimensional visual media 3d with the critical thinking skills of students in mathematics learning in public elementary schools,https://scholar.google.com/scholar?q=+intitle:'the relationship of learning based on three-dimensional visual media (3d) with the critical thinking skills of students in mathematics learning in public elementary schools',u efendi r rochmiyati,2020,0,SDG 4: Pendidikan Berkualitas
the relationship between tutoring and parenting patterns with primary school students learning achievement,https://scholar.google.com/scholar?q=+intitle:'the relationship between tutoring and parenting patterns with primary school students' learning achievement',ns dyah u efendi e mustakim,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh diskusi kelompok model discovery learning hasil ajar ipa,https://scholar.google.com/scholar?q=+intitle:'pengaruh diskusi kelompok dalam model discovery learning terhadap hasil belajar ipa',v salsabila mtbs jaya u efendi,2020,0,SDG 4: Pendidikan Berkualitas
the correlation study between students motivation and their vocabulary mastery,https://scholar.google.com/scholar?q=+intitle:'the correlation study between students' motivation and their vocabulary mastery',r sari s sudirman m sukirlan,2020,0,SDG 4: Pendidikan Berkualitas
a modified roundtable technique based on process approach to promote the students writing achievements in foreign language setting,https://scholar.google.com/scholar?q=+intitle:'a modified roundtable technique based on process approach to promote the students writing achievements in foreign language setting',ds cahyadi m sukirlan,2020,0,SDG 4: Pendidikan Berkualitas
teaching reading using gist viewed from students intelligence at tenth grade of smk n 1 kalong,https://scholar.google.com/scholar?q=+intitle:'teaching reading using gist viewed from students' intelligence at tenth grade of smk n 1 pekalongan',fa putri a nurweni m sukirlan,2020,0,SDG 4: Pendidikan Berkualitas
the teacher s questioning strategies and the students responses in the classroom interactions at the first year of sman 2 bandarlampung,https://scholar.google.com/scholar?q=+intitle:'the teacher’s questioning strategies and the students’ responses in the classroom interactions at the first year of sman 2 bandarlampung',u hasanah m sukirlan m mahpul,2020,0,SDG 4: Pendidikan Berkualitas
the use of lrd strategy to improve student s reading comprehension in english narrative text at the third grade of smpn 3 jati agung,https://scholar.google.com/scholar?q=+intitle:'the use of lrd strategy to improve student’s reading comprehension in english narrative text at the third grade of smpn 3 jati agung',as handayani m sukirlan rg suka,2020,0,SDG 4: Pendidikan Berkualitas
the correlation between students frequency of listening english songs and students vocabulary mastery,https://scholar.google.com/scholar?q=+intitle:'the correlation between students' frequency of listening english songs and students vocabulary mastery',ms pangestu m sukirlan n nurdiana,2020,0,SDG 4: Pendidikan Berkualitas
the use of guessing game to improve students vocabulary mastery in first grade of smpn 4 bandar lampung,https://scholar.google.com/scholar?q=+intitle:'the use of guessing game to improve students’ vocabulary mastery in first grade of smpn 4 bandar lampung',a anggraini m sukirlan r ginting,2020,0,SDG 4: Pendidikan Berkualitas
the effect of perceived risk on affective experience and repurchase intention for apparel product on marketplace,https://scholar.google.com/scholar?q=+intitle:'the effect of perceived risk on affective experience and repurchase intention for apparel product on marketplace',y fihartini ra helm m hassa y m oesman,2020,0,SDG 12: Konsumsi dan Produksi yang Bertanggung Jawab
kembang modul multirepresentasi bas android tingkat mampu pikir kritis siswa,https://scholar.google.com/scholar?q=+intitle:'pengembangan modul multirepresentasi berbasis android untuk meningkatkan kemampuan berpikir kritis siswa',d mas madi a anggreini a b anggit wicaksono,2020,0,SDG 4: Pendidikan Berkualitas
tingkat mampu profesional guru supervisi akademik teknik individual conference ic sdn 3 wonokarto camat ngadirojo kabupaten pacitan,https://scholar.google.com/scholar?q=+intitle:'peningkatan kemampuan profesional guru melalui supervisi akademik teknik individual conference (ic) di sdn 3 wonokarto kecamatan ngadirojo kabupaten pacitan',s suharsono,2020,0,SDG 4: Pendidikan Berkualitas
cenderung gaya ajar beda terampil proses sains serta didik fenomena proses ajar,https://scholar.google.com/scholar?q=+intitle:'kecenderungan gaya belajar yang berbeda pada keterampilan proses sains peserta didik: sebuah fenomena proses pembelajaran',ar hardin s suharsono d hernawati,2020,0,SDG 4: Pendidikan Berkualitas
banding model ajar group investigation model discovery learning tingkat terampil pecah ipa,https://scholar.google.com/scholar?q=+intitle:'perbandingan model pembelajaran group investigation dan model discovery learning dalam meningkatkan keterampilan pemecahan masalah ipa',e utikah s suharsono l badriah,2020,0,SDG 4: Pendidikan Berkualitas
mampu proses sains siswa ajar bas,https://scholar.google.com/scholar?q=+intitle:'kemampuan proses sains siswa melalui pembelajaran berbasis masalah',l suchi s suharsono d hernawati,2020,0,SDG 4: Pendidikan Berkualitas
ajar biologi strategi relating experiencing applying cooperating transferring react tingkat terampil pecah serta didik …,"https://scholar.google.com/scholar?q=+intitle:'pembelajaran biologi melalui strategi relating, experiencing, applying, cooperating, transferring (react) untuk meningkatkan keterampilan pemecahan masalah peserta didik pada …'",gb putri s suharsono e nuryadin,2020,0,SDG 4: Pendidikan Berkualitas
coral reef degradation due to ship grounding in indonesia case study of ship aground in bangkabelitung waters by mother vessel mv lyric poet,https://scholar.google.com/scholar?q=+intitle:'coral reef degradation due to ‘ship grounding’in indonesia: case study of ship aground in bangka-belitung waters by mother vessel mv lyric poet',i idris np zaman s suharsono f fakhrurrozi,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
hubung kuasa konsep mampu argumentasi ilmiah serta didik sub konsep lain respirasi manusia,https://scholar.google.com/scholar?q=+intitle:'hubungan penguasaan konsep dengan kemampuan argumentasi ilmiah peserta didik pada sub konsep kelainan respirasi manusia',n apriliani s suharsono d diella,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh model ajar guided inquiry hasil ajar serta didik materi sistem indera,https://scholar.google.com/scholar?q=+intitle:'pengaruh model pembelajaran guided inquiry terhadap hasil belajar peserta didik pada materi sistem indera',m permatasari s suharsono v meylani,2020,0,SDG 4: Pendidikan Berkualitas
beda terampil proses sains serta didik proses ajar model ajar inkuiri bimbing model ajar langsung sub …,https://scholar.google.com/scholar?q=+intitle:'perbedaan keterampilan proses sains peserta didik yang proses pembelajarannya menggunakan model pembelajaran inkuiri terbimbing dengan model pembelajaran langsung pada sub …',d maulidia s suharsono m ali,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh model meaningful instructional design mid hasil ajar serta didik materi sistem indera,https://scholar.google.com/scholar?q=+intitle:'pengaruh model meaningful instructional design (mid) terhadap hasil belajar peserta didik pada materi sistem indera',is rahmawati s suharsono v meylani,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh vlog media presentasi proyek serta didik model ajar bas proyek hasil ajar serta didik sub konsep cemar lingkung,https://scholar.google.com/scholar?q=+intitle:'pengaruh vlog sebagai media presentasi proyek peserta didik dalam model pembelajaran berbasis proyek terhadap hasil belajar peserta didik pada sub konsep pencemaran lingkungan',sd rustandi s suharsono d ramdani,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh model problem based learning terampil ambil putus materi sistem reproduksi,https://scholar.google.com/scholar?q=+intitle:'pengaruh model problem based learning terhadap keterampilan pengambilan keputusan pada materi sistem reproduksi',ak maulana s suharsono pm kamil,2020,0,SDG 4: Pendidikan Berkualitas
tingkat hasil ajar mampu pikir kritis serta didik hypermedia,https://scholar.google.com/scholar?q=+intitle:'peningkatan hasil belajar dan kemampuan berpikir kritis peserta didik melalui hypermedia',l larasati s suharsono d ramdani,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh blended learning bas edmodo hasil ajar materi sistem reproduksi manusia,https://scholar.google.com/scholar?q=+intitle:'pengaruh blended learning berbasis edmodo terhadap hasil belajar pada materi sistem reproduksi pada manusia',a nuraini s suharsono pm kamil,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh model creative problem solving dekat saintifik mampu pikir kreatif hasil ajar serta didik konsep daur ulang limbah,https://scholar.google.com/scholar?q=+intitle:'pengaruh model creative problem solving dengan pendekatan saintifik terhadap kemampuan berpikir kreatif dan hasil belajar peserta didik pada konsep daur ulang limbah',f muhammad s suharsono m ali r nurman,2020,0,SDG 4: Pendidikan Berkualitas
pengaruh terap augmented reality hasil ajar serta didik materi sistem reproduksi manusia,https://scholar.google.com/scholar?q=+intitle:'pengaruh penerapan augmented reality terhadap hasil belajar peserta didik pada materi sistem reproduksi manusia',r yunitasari d ramdani s suharsono,2020,0,SDG 4: Pendidikan Berkualitas
respon klien layan elektroakupunktur hewan klinik la femur surabaya,https://scholar.google.com/scholar?q=+intitle:'respon klien terhadap pelayanan elektroakupunktur hewan di klinik la femur surabaya',tr idayati k supranianondo s sarmanu rts adikara wm yuniarti,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
manajemen sistem uang pesantren pondok pesantren ibrahim hamdani kalitapen bondowoso,https://scholar.google.com/scholar?q=+intitle:'manajemen sistem keuangan pesantren di pondok pesantren ibrahim hamdani kalitapen bondowoso',s suharsono,2020,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
hak cipta disertasi judul cipta model dynamic capabilities laku industri kreatif sub sektor kuliner indonesia,https://scholar.google.com/scholar?q=+intitle:'hak cipta atas disertasi yang berjudul penciptaan model dynamic capabilities pada pelaku industri kreatif sub sektor kuliner di indonesia',a sugiono,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
modern islam politics and the making of religious commodification among female members of majelis taklim circle in bandar lampung indonesia,"https://scholar.google.com/scholar?q=+intitle:'modern islam, politics, and the making of religious commodification among female members of majelis taklim circle in bandar lampung, indonesia'",m mulyadi t jauhari m hidayat a sugiono,2020,0,SDG 2: Tanpa Kelaparan
manfaat social learning network system tingkat proses ajar guru smk studi smk negeri 1 tuntang,https://scholar.google.com/scholar?q=+intitle:'pemanfaatan social learning network system untuk peningkatan proses pembelajaran bagi guru smk studi kasus smk negeri 1 tuntang',a rifai ty kumkamdani bv christioko,2020,0,SDG 4: Pendidikan Berkualitas
optimasi jadwal produksi crude palm oil cpo inti sawit kernel metode program dinamis metode branch and bound pt maredan sejati surya …,https://scholar.google.com/scholar?q=+intitle:'optimasi dan penjadwalan produksi crude palm oil (cpo) dan inti sawit (kernel) dengan menggunakan metode program dinamis dan metode branch and bound di pt. maredan sejati surya …',a saputra,2020,0,SDG 2: Tanpa Kelaparan
strategi bina karakter santri dayah ihdalulum alaziziyah camat samalanga kabupaten bireuen,https://scholar.google.com/scholar?q=+intitle:'strategi pembinaan karakter santri pada dayah ihdal'ulum al-aziziyah kecamatan samalanga kabupaten bireuen',a saputra,2020,0,SDG 2: Tanpa Kelaparan
terap augmented reality ar media ajar tuntun sholat jenazah sman 1 terus nunyai,https://scholar.google.com/scholar?q=+intitle:'penerapan augmented reality (ar) sebagai media pembelajaran tuntunan sholat jenazah untuk sman 1 terusan nunyai',a saputra,2020,0,SDG 4: Pendidikan Berkualitas
daya masyarakat buat peta zonasi partisipatif kawasan obyek wisata rami kawah nirwana desa sukamarga,https://scholar.google.com/scholar?q=+intitle:'pemberdayaan masyarakat dalam pembuatan peta zonasi partisipatif di kawasan obyek wisata keramikan dan kawah nirwana desa sukamarga',rc wibowo kh basuki m sarkowi,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
site class upaya mitigasi dampak gempa daerah bandar,https://scholar.google.com/scholar?q=+intitle:'site class dan upaya mitigasi dampak kegempaan daerah bandar',e rananda s suharno a zaenudin,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
delineation of subsidence in the alteration zone in ulubelu geothermal field based on interferometry synthetic aperture radar time series,https://scholar.google.com/scholar?q=+intitle:'delineation of subsidence in the alteration zone in ulubelu geothermal field based on interferometry synthetic aperture radar time series',a zaenudin itp sofiyadin r arief,2020,0,SDG 4: Pendidikan Berkualitas
